"user_id","age","gender","education","industry","experimental_condition"
4676,26,"M","Some college","Other","Consensus"
4677,32,"M","Some postgraduate work","Education","Most recent"
4678,24,"M","Post-graduate degree","Engineering","Most confident"
4679,41,"M","College graduate","Visual and Performing Arts","Control"
4681,22,"F","College graduate","Psychology","Most recent"
4682,25,"F","College graduate","Education","Most confident"
4683,54,"M","College graduate","Business","Control"
4684,25,"M","Some college","Visual and Performing Arts","Consensus"
4685,47,"F","Post-graduate degree","Medical and Health Professions","Most recent"
4686,21,"F","College graduate","Liberal Arts and Humanities","Most confident"
4687,24,"F","Some college","Medical and Health Professions","Control"
4689,48,"M","Post-graduate degree","Education","Most recent"
4690,31,"F","Post-graduate degree","Business","Most confident"
4691,55,"F","Post-graduate degree","Education","Control"
4692,47,"F","Post-graduate degree","Other","Consensus"
4694,63,"M","Some college","Liberal Arts and Humanities","Most confident"
4695,36,"F","College graduate","Other","Control"
4696,67,"F","Some college","Business","Consensus"
4697,32,"M","College graduate","Other","Most recent"
4698,29,"M","College graduate","Business","Most confident"
4699,42,"F","Some college","Business","Control"
4700,53,"F","Some college","Business","Consensus"
4701,35,"F","High school graduate","Other","Most recent"
4703,32,"F","High school graduate","Culinary Arts and Personal Services","Control"
4704,46,"F","Some college","Business","Consensus"
4705,49,"F","College graduate","Other","Most recent"
4706,33,"F","College graduate","Liberal Arts and Humanities","Most confident"
4707,44,"F","Post-graduate degree","Biological and Biomedical Sciences","Control"
4708,51,"F","High school graduate","Other","Consensus"
4709,31,"F","Some college","Other","Most recent"
4710,35,"M","Some college","Other","Most confident"
4711,21,"F","College graduate","Medical and Health Professions","Control"
4712,34,"M","Post-graduate degree","Business","Consensus"
4713,21,"F","Vocational training","Culinary Arts and Personal Services","Most recent"
4714,24,"M","College graduate","Computer Sciences","Most confident"
4715,36,"M","Post-graduate degree","Biological and Biomedical Sciences","Control"
4716,29,"M","Some college","Other","Consensus"
4717,34,"M","College graduate","Other","Most recent"
4718,23,"M","College graduate","Business","Most confident"
4719,21,"M","Some college","Computer Sciences","Control"
4720,53,"M","Some college","Other","Consensus"
4721,28,"M","College graduate","Other","Most recent"
4722,21,"M","Some college","Computer Sciences","Most confident"
4723,27,"F","College graduate","Other","Control"
4724,36,"M","College graduate","Computer Sciences","Consensus"
4725,31,"F","Vocational training","Business","Most recent"
4726,55,"M","College graduate","Education","Most confident"
4727,22,"M","Some college","Other","Control"
4728,23,"F","College graduate","Engineering","Consensus"
4729,26,"F","Some college","Medical and Health Professions","Most recent"
4730,20,"F","Vocational training","Business","Most confident"
4731,25,"F","College graduate","Business","Control"
4732,44,"F","Vocational training","Medical and Health Professions","Consensus"
4733,44,"F","Some college","Computer Sciences","Most recent"
4734,25,"M","College graduate","Education","Most confident"
4735,37,"F","High school graduate","Other","Control"
